Drug Name,Generic Name, Number of Prescribers , Number of Medicare Part D Claims , Number of Standardized 30-Day Part D Fills ,Aggregate Cost Paid for Part D Claims, Number of Medicare Beneficiaries , GE65 Suppression Flag , Number of Medicare Part D Claims for Beneficiaries 65+ , Number of Standardized 30-Day Part D Fills for Beneficiaries 65+ ,Aggregate Cost Paid for Part D Claims for Beneficiaries 65+, Beneficiary 65+ Suppression Flag , Number of Medicare Beneficiaries 65+ , Opioid Drug Flag , Antibiotic Drug Flag , High Risk Medication (HRM) Drug Flag , Antipsychotic Drug Flag 
LEUCOVORIN CALCIUM ,LEUCOVORIN CALCIUM ,6447,81180,124017.3,3320657.84,17501,  ,62499,99318.6,2118487.94,  ,13495,N ,N ,N ,N 
LEUKERAN ,CHLORAMBUCIL ,3025,14695,16247.9,6265058.71,4032,  ,14127,15621.5,5917203.57,  ,3889,N ,N ,N ,N 
LEUKINE ,SARGRAMOSTIM ,181,1751,1814.1,9049194.03,411,  ,1598,1661.1,7555924.64,  ,363,N ,N ,N ,N 
LEUPROLIDE ACETATE ,LEUPROLIDE ACETATE ,39,119,137.8,60696.72,40,  ,62,74.8,37940.05,  ,16,N ,N ,N ,N 
LEVALBUTEROL CONCENTRATE ,LEVALBUTEROL HCL ,241,622,667.3,153824.39,252,  ,546,580.3,134684.97,  ,220,N ,N ,N ,N 
LEVALBUTEROL HCL ,LEVALBUTEROL HCL ,10856,54761,57058.2,8795376.51,14695,  ,47650,49763.3,7594951.26,  ,12754,N ,N ,N ,N 
LEVAQUIN ,LEVOFLOXACIN ,2530,3822,3887,1083818.21,2405,  ,3094,3136.1,829164.70,  ,2006,N ,Y ,N ,N 
LEVAQUIN ,LEVOFLOXACIN/D5W ,302,484,484,38629.81,322,  ,402,402,29618.92,  ,270,N ,Y ,N ,N 
LEVATOL ,PENBUTOLOL SULFATE ,288,785,1380.8,156514.33,278,  ,753,1332.8,150569.41,# ,,N ,N ,N ,N 
LEVEMIR ,INSULIN DETEMIR ,105244,1152301,1368032,449935385.08,218321,  ,833346,987297.7,305032062.31,  ,153317,N ,N ,N ,N 
LEVEMIR FLEXPEN ,INSULIN DETEMIR ,133732,1461777,2155653.9,654642704.39,379351,  ,1080449,1633520.6,469169789.43,  ,280696,N ,N ,N ,N 
LEVEMIR FLEXTOUCH ,INSULIN DETEMIR ,98215,441097,658537.6,225788939.35,254428,  ,320182,488626.4,157763893.92,  ,187039,N ,N ,N ,N 
LEVETIRACETAM ,LEVETIRACETAM ,206462,3405123,4173411.2,121461103.85,494181,  ,1949868,2480198,63249978.98,  ,304641,N ,N ,N ,N 
LEVETIRACETAM ER ,LEVETIRACETAM ,11831,88691,117727.4,8382441.57,16653,  ,46882,66815.2,3716376.17,  ,9447,N ,N ,N ,N 
LEVITRA ,VARDENAFIL HCL ,2172,14660,14812,1804400.58,3170,  ,12910,13043.9,1585060.50,  ,2771,N ,N ,N ,N 
LEVOBUNOLOL HCL ,LEVOBUNOLOL HCL ,14578,144906,243763.8,3065362.26,35750,  ,138752,235048.1,2948927.95,  ,34366,N ,N ,N ,N 
LEVOCARNITINE ,LEVOCARNITINE ,3781,35353,39222.5,2657642.87,4864,  ,9266,11187.6,700698.28,  ,1634,N ,N ,N ,N 
LEVOCARNITINE ,LEVOCARNITINE (WITH SUGAR) ,914,6694,7056.7,576161.74,824,  ,1267,1318.1,85817.29,  ,183,N ,N ,N ,N 
LEVOCETIRIZINE DIHYDROCHLORIDE ,LEVOCETIRIZINE DIHYDROCHLORIDE ,76333,813541,1109749,26225354.48,240975,  ,587764,824766,19005451.22,  ,184031,N ,N ,N ,N 
LEVOFLOXACIN ,LEVOFLOXACIN ,437023,4439515,4448551.7,63313440.17,3131562,  ,3581586,3588886.4,50818533.26,  ,2551745,N ,Y ,N ,N 
LEVOFLOXACIN-D5W ,LEVOFLOXACIN/D5W ,5646,16768,16770.8,861483.01,8861,  ,13443,13445.5,657492.03,  ,7410,N ,Y ,N ,N 
LEVONEST ,LEVONORGESTREL-ETHIN ESTRADIOL ,215,1074,1270.5,25581.00,196,* ,,,,* ,,N ,N ,N ,N 
LEVONORG-ETH ESTRAD ETH ESTRAD ,L-NORGEST-ETH ESTR/ETHIN ESTRA ,163,351,1056.5,67371.57,154,  ,0,0,0.00,  ,0,N ,N ,N ,N 
LEVONORGESTREL ,LEVONORGESTREL ,74,110,110,3213.56,74,  ,0,0,0.00,  ,0,N ,N ,N ,N 
LEVONORGESTREL-ETH ESTRADIOL ,LEVONORGESTREL-ETHIN ESTRADIOL ,1714,4289,9378.7,281804.73,1637,  ,13,27.8,681.30,* ,,N ,N ,N ,N 
LEVORA-28 ,LEVONORGESTREL-ETHIN ESTRADIOL ,1954,9023,13447.9,278642.71,1727,  ,37,55.9,1109.53,* ,,N ,N ,N ,N 
LEVORPHANOL TARTRATE ,LEVORPHANOL TARTRATE ,361,3663,3735.6,765084.80,654,  ,1657,1707.8,309217.11,  ,304,Y ,N ,N ,N 
LEVOTHROID ,LEVOTHYROXINE SODIUM ,438,599,751.2,5538.10,497,  ,473,606.1,4399.50,  ,393,N ,N ,N ,N 
LEVOTHYROXINE SODIUM ,LEVOTHYROXINE SODIUM ,416518,37711869,64043572.5,631855415.21,6245507,  ,31848897,55819407.8,542993332.96,  ,5410324,N ,N ,N ,N 
LEVOXYL ,LEVOTHYROXINE SODIUM ,17375,69996,156111.7,1916771.75,25479,  ,63019,144642.4,1757936.49,  ,23303,N ,N ,N ,N 
LEVSIN ,HYOSCYAMINE SULFATE ,166,252,309.1,33914.50,166,  ,176,225.6,22529.91,  ,120,N ,N ,N ,N 
LEVSIN-SL ,HYOSCYAMINE SULFATE ,185,273,351.3,34337.42,185,  ,203,269.3,27125.23,  ,141,N ,N ,N ,N 
LEVULAN ,AMINOLEVULINIC ACID HCL ,159,376,411,168012.17,332,  ,362,396.6,163170.20,  ,321,N ,N ,N ,N 
LEXAPRO ,ESCITALOPRAM OXALATE ,15702,77222,108461.7,21222983.56,15187,  ,54788,81045.4,15282998.73,  ,11478,N ,N ,N ,N 
LEXIVA ,FOSAMPRENAVIR CALCIUM ,2928,35656,37435.2,41878129.15,4087,  ,8338,9012.3,10013880.47,  ,984,N ,N ,N ,N 
LIALDA ,MESALAMINE ,21476,191650,268170.4,134837589.69,41502,  ,159538,229090.1,113326075.99,  ,35230,N ,N ,N ,N 
LIDOCAINE ,LIDOCAINE ,229991,1885421,2026642.5,459366331.95,749217,  ,1465760,1578697.6,353698824.92,  ,588556,N ,N ,N ,N 
LIDOCAINE HCL ,LIDOCAINE HCL ,75034,325892,330059.1,4861556.08,188113,  ,256156,259170.5,3492812.13,  ,153423,N ,N ,N ,N 
LIDOCAINE HCL ,LIDOCAINE HCL/PF ,4987,14415,14503,161532.23,10734,  ,12483,12536.3,115477.38,  ,9405,N ,N ,N ,N 
LIDOCAINE HCL VISCOUS ,LIDOCAINE HCL ,97643,238181,239954.1,2185370.97,155171,  ,164651,165923.7,1545085.58,  ,108857,N ,N ,N ,N 
LIDOCAINE HCL-EPINEPHRINE ,LIDOCAINE HCL/EPINEPHRINE ,139,200,200,1420.79,187,  ,185,185,1271.45,  ,172,N ,N ,N ,N 
LIDOCAINE-HYDROCORTISONE ,HYDROCORTISONE/LIDOCAINE/ALOE ,,13,13,2146.74,,* ,,,,* ,,N ,N ,N ,N 
LIDOCAINE-HYDROCORTISONE ,LIDOCAINE/HYDROCORTISONE AC ,1200,2118,2165,338616.31,1268,  ,1703,1748,276788.21,  ,1038,N ,N ,N ,N 
LIDOCAINE-PRILOCAINE ,LIDOCAINE/PRILOCAINE ,67263,513959,523505.3,64269538.58,248265,  ,345797,352353.6,42486871.22,  ,178324,N ,N ,N ,N 
LIDODERM ,LIDOCAINE ,116490,971577,1034903.4,358449752.40,270635,  ,747059,794042,268606074.83,  ,201111,N ,N ,N ,N 
LIDOVIR ,ACYCLOVIR/LIDOCAINE HCL ,,15,15,8352.21,13,* ,,,,* ,,N ,N ,N ,N 
LINCOCIN ,LINCOMYCIN HCL ,188,379,383,23961.53,291,  ,306,308,19054.27,  ,238,N ,Y ,N ,N 
LINDANE ,LINDANE ,4005,6646,6689,826639.60,4864,  ,3647,3669.4,455961.46,  ,2830,N ,N ,N ,N 
LINZESS ,LINACLOTIDE ,56730,490572,561228.9,136922408.08,144014,  ,316526,367650.8,88819277.07,  ,98592,N ,N ,N ,N 
LIORESAL INTRATHECAL ,BACLOFEN ,111,482,524.6,533498.75,157,  ,93,106.1,96929.00,  ,27,N ,N ,N ,N 
LIOTHYRONINE SODIUM ,LIOTHYRONINE SODIUM ,41757,378205,619365.6,15617403.39,79324,  ,286480,491172.3,12112927.92,  ,61725,N ,N ,N ,N 
LIPITOR ,ATORVASTATIN CALCIUM ,31690,140426,254531.3,48668358.56,39250,  ,130326,239366.5,45817258.75,  ,36318,N ,N ,N ,N 
LIPOFEN ,FENOFIBRATE ,4956,21407,34566.6,5029998.06,5834,  ,17498,29503,4280376.77,  ,4763,N ,N ,N ,N 
LIPTRUZET ,EZETIMIBE/ATORVASTATIN CALCIUM ,767,1269,1554.4,254400.23,906,  ,1038,1300.4,211615.49,  ,737,N ,N ,N ,N 
LISINOPRIL ,LISINOPRIL ,464747,38278860,66709116.2,281614339.50,7454940,  ,31273867,56529447.7,238161412.92,  ,6202436,N ,N ,N ,N 
LISINOPRIL-HYDROCHLOROTHIAZIDE ,LISINOPRIL/HYDROCHLOROTHIAZIDE ,252514,7512807,14342771.7,66104498.57,1610871,  ,6104672,12222808.7,55728453.06,  ,1339111,N ,N ,N ,N 
LITE TOUCH ,"NEEDLES, INSULIN DISPOSABLE ",3941,8506,17071.6,598178.75,4342,  ,5336,10524.8,349903.00,  ,2714,N ,N ,N ,N 
LITE TOUCH ,"SYRING W-NDL,DISP,INSUL,0.3 ML ",810,1875,2913.2,80741.33,819,  ,1261,1961.8,51139.83,  ,537,N ,N ,N ,N 
LITE TOUCH ,"SYRING W-NDL,DISP,INSUL,0.5 ML ",1821,5132,7463.6,191986.35,1898,  ,3669,5180.4,127087.92,  ,1287,N ,N ,N ,N 
LITE TOUCH ,"SYRINGE & NEEDLE,INSULIN,1 ML ",2045,5267,8271,221568.26,2107,  ,3319,5106.4,129540.39,  ,1283,N ,N ,N ,N 
LITHIUM ,LITHIUM CITRATE ,1783,7952,8602.4,316509.77,1629,  ,2952,3328.8,84902.90,  ,588,N ,N ,N ,N 
LITHIUM CARBONATE ,LITHIUM CARBONATE ,67824,946278,1083755.1,8414068.37,132684,  ,240899,316862.6,1997183.43,  ,35062,N ,N ,N ,N 
LITHIUM CARBONATE ER ,LITHIUM CARBONATE ,37952,418345,488225.8,9121203.05,63383,  ,90858,127218.4,1815381.31,  ,15461,N ,N ,N ,N 
LITHOBID ,LITHIUM CARBONATE ,751,4004,4910,1303848.36,632,  ,1583,2102.7,444439.08,  ,267,N ,N ,N ,N 
LITHOSTAT ,ACETOHYDROXAMIC ACID ,117,381,417.6,39152.95,112,  ,202,226.9,20332.61,  ,60,N ,N ,N ,N 
LIVALO ,PITAVASTATIN CALCIUM ,32709,239500,366204.6,54867324.27,57375,  ,217903,336981.3,50327760.26,  ,52581,N ,N ,N ,N 
LO LOESTRIN FE ,NORETHINDRONE-E.ESTRADIOL-IRON ,1029,3696,4630,426693.84,962,  ,32,39.7,3551.10,  ,13,N ,N ,N ,N 
LOCOID ,HYDROCORTISONE BUTYRATE ,719,1004,1035.9,486354.38,843,  ,885,910.6,419257.98,  ,760,N ,N ,N ,N 
LOCOID LIPOCREAM ,HYDROCORTISONE BUTYRATE/EMOLL ,745,1345,1412.4,694797.09,833,  ,1119,1178.4,555786.97,  ,732,N ,N ,N ,N 
LODOSYN ,CARBIDOPA ,2067,11420,14592.9,14178535.48,2940,  ,10806,13823.9,13269198.07,  ,2767,N ,N ,N ,N 
LOESTRIN ,NORETHINDRONE AC-ETH ESTRADIOL ,39,128,173.9,16150.40,35,  ,13,20.2,1237.67,* ,,N ,N ,N ,N 
LOESTRIN 24 FE ,NORETHINDRONE-E.ESTRADIOL-IRON ,32,80,84.6,7500.58,32,  ,0,0,0.00,  ,0,N ,N ,N ,N 
LOESTRIN FE ,NORETHINDRONE-E.ESTRADIOL-IRON ,80,279,324.3,28004.35,74,* ,,,,* ,,N ,N ,N ,N 
LOFIBRA ,FENOFIBRATE ,55,207,342,39362.66,58,  ,189,310,36685.81,# ,,N ,N ,N ,N 
LOFIBRA ,"FENOFIBRATE,MICRONIZED ",188,854,1540.3,153007.25,196,  ,823,1487.3,148127.39,  ,184,N ,N ,N ,N 
LOMEDIA 24 FE ,NORETHINDRONE-E.ESTRADIOL-IRON ,274,847,1037.1,74942.93,255,  ,13,13,930.97,* ,,N ,N ,N ,N 
LOMOTIL ,DIPHENOXYLATE HCL/ATROPINE ,607,1707,2060.6,347006.97,552,  ,1549,1864.5,305859.01,  ,496,N ,N ,N ,N 
LOMUSTINE ,LOMUSTINE ,322,1554,1683.1,161792.07,476,  ,739,816,72181.67,  ,238,N ,N ,N ,N 
LOPERAMIDE ,LOPERAMIDE HCL ,111351,539308,575532.6,7459733.62,248503,  ,394267,423347.7,5266426.15,  ,191099,N ,N ,N ,N 
LOPID ,GEMFIBROZIL ,118,315,548.5,98496.81,111,  ,262,470,83166.53,  ,89,N ,N ,N ,N 
LOPRESSOR ,METOPROLOL TARTRATE ,177,352,531.4,45604.18,172,  ,327,503.4,43303.51,  ,157,N ,N ,N ,N 
LOPRESSOR HCT ,METOPROLOL/HYDROCHLOROTHIAZIDE ,23,59,83.5,7114.51,22,  ,47,69.5,5983.36,# ,,N ,N ,N ,N 
LOPROX ,CICLOPIROX ,147,271,316,164885.74,158,  ,198,240,113145.80,  ,133,N ,N ,N ,N 
LORAZEPAM ,LORAZEPAM ,381972,10263464,11211670.4,78865464.57,2139238,  ,7372649,8212416.4,57183180.56,  ,1611370,N ,N ,N ,N 
LORAZEPAM INTENSOL ,LORAZEPAM ,15891,43829,44541.1,1649492.82,30706,  ,38350,38886,1406931.51,  ,28400,N ,N ,N ,N 
LORCET 10-650 ,HYDROCODONE/ACETAMINOPHEN ,125,185,187.4,27977.82,125,  ,107,107.1,16516.34,  ,72,Y ,N ,N ,N 
LORCET PLUS ,HYDROCODONE/ACETAMINOPHEN ,58,84,84,6403.02,61,  ,65,65,4936.50,  ,46,Y ,N ,N ,N 
LORTAB ,HYDROCODONE/ACETAMINOPHEN ,3242,5599,5799.7,1138552.63,3236,  ,3654,3818.2,654377.16,  ,2157,Y ,N ,N ,N 
LORYNA ,ETHINYL ESTRADIOL/DROSPIRENONE ,969,4072,5305.7,277295.96,837,  ,12,17.4,839.93,* ,,N ,N ,N ,N 
LORZONE ,CHLORZOXAZONE ,989,3113,3290.9,1076149.18,1307,  ,1304,1401.4,415763.37,  ,630,N ,N ,Y ,N 
LOSARTAN POTASSIUM ,LOSARTAN POTASSIUM ,348516,18401772,32460478,263705981.04,3598500,  ,16409426,29536744,239301262.95,  ,3231452,N ,N ,N ,N 
LOSARTAN-HYDROCHLOROTHIAZIDE ,LOSARTAN/HYDROCHLOROTHIAZIDE ,213845,5938260,10757911.5,103831611.06,1163706,  ,5301619,9819815.1,93542927.69,  ,1048076,N ,N ,N ,N 
LOSEASONIQUE ,L-NORGEST-ETH ESTR/ETHIN ESTRA ,38,79,228.1,19709.24,30,  ,0,0,0.00,  ,0,N ,N ,N ,N 
LOTEMAX ,LOTEPREDNOL ETABONATE ,36725,422557,475824.8,73710626.17,218363,  ,388387,438145.9,67504741.02,  ,201717,N ,N ,N ,N 
LOTENSIN ,BENAZEPRIL HCL ,735,2852,4740.4,335574.14,644,  ,2654,4444,317025.02,  ,605,N ,N ,N ,N 
LOTENSIN HCT ,BENAZEPRIL/HYDROCHLOROTHIAZIDE ,28,54,82.5,4785.66,27,# ,,,,# ,,N ,N ,N ,N 
LOTREL ,AMLODIPINE BESYLATE/BENAZEPRIL ,4133,19708,32100.3,6256429.77,3797,  ,18249,29966.6,5823126.62,  ,3511,N ,N ,N ,N 
LOTRISONE ,CLOTRIMAZOLE/BETAMETHASONE DIP ,605,1089,1172.2,121075.32,613,  ,928,1009.2,105198.31,  ,510,N ,N ,N ,N 
LOTRONEX ,ALOSETRON HCL ,1773,10273,11831.3,17308072.12,2352,  ,7068,8466,11929231.09,  ,1638,N ,N ,N ,N 
LOVASTATIN ,LOVASTATIN ,219168,6000589,11554376.7,83715182.11,1226615,  ,5238725,10406785.5,74886353.63,  ,1091001,N ,N ,N ,N 
LOVAZA ,OMEGA-3 ACID ETHYL ESTERS ,112990,1294735,1731397.7,317965110.25,312196,  ,956342,1321668.2,240196131.92,  ,238642,N ,N ,N ,N 
LOVENOX ,ENOXAPARIN SODIUM ,9689,39769,40161.6,20196037.07,22697,  ,35074,35381.8,15150528.00,  ,20413,N ,N ,N ,N 
LOW-OGESTREL ,NORGESTREL-ETHINYL ESTRADIOL ,2561,13187,17357.5,358405.86,2304,  ,89,115.6,2081.38,  ,20,N ,N ,N ,N 
LOXAPINE ,LOXAPINE SUCCINATE ,9888,103412,112390.8,4725064.38,12567,  ,27035,31115,1080173.02,  ,3341,N ,N ,N ,Y 
LOXITANE ,LOXAPINE SUCCINATE ,21,69,81.1,8541.09,20,  ,25,33,3477.28,* ,,N ,N ,N ,Y 
LUCENTIS ,RANIBIZUMAB ,154,1150,1203.8,2653068.89,357,  ,1099,1152.8,2548424.30,  ,333,N ,N ,N ,N 
LUDENT FLUORIDE ,SODIUM FLUORIDE ,122,551,796.3,2760.99,137,  ,252,438.5,1340.64,  ,79,N ,N ,N ,N 
LUER-LOK SYRINGE ,"SYRINGE W-O NEEDL,INSULIN,1 ML ",20,33,50.7,747.42,20,# ,,,,# ,,N ,N ,N ,N 
LUFYLLIN ,DYPHYLLINE ,33,113,205.1,72608.58,33,  ,86,162.1,53459.98,# ,,N ,N ,N ,N 
LUMIGAN ,BIMATOPROST ,69281,2208712,2980174.4,385667001.97,462588,  ,2075777,2815760.4,363923011.45,  ,434851,N ,N ,N ,N 
LUMIZYME ,ALGLUCOSIDASE ALFA ,18,300,300,8155513.55,18,  ,14,14,223094.20,* ,,N ,N ,N ,N 
LUNESTA ,ESZOPICLONE ,69262,299425,340172,107263929.92,101058,  ,189622,223242.6,69779485.93,  ,66081,N ,N ,Y ,N 
LUPANETA PACK ,LEUPROLIDE/NORETHINDRONE ACET ,21,39,62.4,57948.45,21,  ,0,0,0.00,  ,0,N ,N ,N ,N 
LUPRON DEPOT ,LEUPROLIDE ACETATE ,4323,18408,32362.9,40028835.37,6041,  ,12357,23467.1,30871568.83,  ,4293,N ,N ,N ,N 
LUPRON DEPOT-PED ,LEUPROLIDE ACETATE ,92,286,389.9,665538.68,87,  ,126,178.9,296227.79,  ,45,N ,N ,N ,N 
LUTERA ,LEVONORGESTREL-ETHIN ESTRADIOL ,2572,11321,15475.5,298563.43,2323,  ,57,82.4,1182.49,  ,14,N ,N ,N ,N 
LUVOX CR ,FLUVOXAMINE MALEATE ,639,3069,3408,2032004.67,586,  ,944,1122.9,566690.10,  ,181,N ,N ,N ,N 
LUXIQ ,BETAMETHASONE VALERATE ,333,646,693.2,308215.69,346,  ,515,556.8,242475.32,  ,291,N ,N ,N ,N 
LUZU ,LULICONAZOLE ,601,885,932,348421.26,734,  ,778,824,305760.76,  ,648,N ,N ,N ,N 
LYRICA ,PREGABALIN ,251726,4486544,5253166.7,1404315816.70,791060,  ,2609795,3173585.2,803847447.17,  ,483160,N ,N ,N ,N 
LYSIPLEX PLUS ,LYSINE/VIT E/FA/VIT BCOMP&C/ZN ,17,18,22,143.79,17,# ,,,,# ,,N ,N ,N ,N 
LYSODREN ,MITOTANE ,144,529,624.4,477920.94,122,  ,333,394.4,289708.64,  ,84,N ,N ,N ,N 
LYSTEDA ,TRANEXAMIC ACID ,71,144,146,27833.05,71,* ,,,,* ,,N ,N ,N ,N 
M-M-R II VACCINE ,"MEASLES,MUMPS&RUBELLA VACC/PF ",1173,2189,2197.5,156156.51,2002,  ,1205,1211.1,86065.22,  ,1108,N ,N ,N ,N 
MACROBID ,NITROFURANTOIN MONOHYD/M-CRYST ,579,964,1120.5,366514.29,564,  ,790,943.5,303107.08,  ,474,N ,Y ,Y ,N 
MACRODANTIN ,NITROFURANTOIN MACROCRYSTAL ,1156,3861,4994.9,1192841.17,1138,  ,3363,4414,1033826.16,  ,1007,N ,Y ,Y ,N 
MAFENIDE ACETATE ,MAFENIDE ACETATE ,18,43,43,25691.57,20,  ,30,30,20352.01,# ,,N ,N ,N ,N 
MAGELLAN INSULIN SAFETY SYRNG ,"SYRINGE,NEEDLE,INSULN,SAFE,1ML ",171,2524,2536.3,60057.05,683,  ,2218,2229.7,50891.95,  ,582,N ,N ,N ,N 
MAGELLAN INSULIN SAFETY SYRNG ,"SYRINGE,NEEDLE,INSULN,SF 0.5ML ",39,213,215.3,6770.16,38,  ,185,187.3,5767.16,# ,,N ,N ,N ,N 
MAGELLAN INSULIN SYRINGE ,"SYRINGE,NEEDLE,INSULN,SF 0.5ML ",108,1900,1900,51331.55,490,  ,1571,1571,42060.20,  ,404,N ,N ,N ,N 
MAGNACET ,OXYCODONE HCL/ACETAMINOPHEN ,,19,19,14134.53,11,# ,,,,# ,,Y ,N ,N ,N 
MAGNEBIND 400 RX ,CALCIUM CARBONATE/MAG CARB/FA ,37,58,99,1604.55,35,# ,,,,# ,,N ,N ,N ,N 
MAGNESIUM CHLORIDE ,MAGNESIUM CHLORIDE ,,21,21,1095.69,,* ,,,,* ,,N ,N ,N ,N 
MAGNESIUM SULFATE ,MAGNESIUM SULFATE ,753,4868,4988.1,114107.54,850,  ,2825,2902,59401.88,  ,524,N ,N ,N ,N 
MAGNESIUM SULFATE ,MAGNESIUM SULFATE IN WATER ,64,236,238.7,7788.17,74,  ,183,183,5289.76,  ,48,N ,N ,N ,N 
MAGNESIUM SULFATE-D5W ,MAGNESIUM SULFATE/D5W ,25,52,52,1965.66,24,  ,24,24,336.23,  ,13,N ,N ,N ,N 
MAKENA ,HYDROXYPROGESTERONE CAPROATE ,303,744,812,2626612.24,308,  ,0,0,0.00,  ,0,N ,N ,N ,N 
MALARONE ,ATOVAQUONE/PROGUANIL HCL ,347,466,492.7,102131.03,416,  ,405,427.1,67153.03,  ,390,N ,N ,N ,N 
MALATHION ,MALATHION ,2556,3845,3869.3,678776.80,2747,  ,1367,1378.9,234276.42,  ,1039,N ,N ,N ,N 
MANNITOL ,MANNITOL ,43,178,178,1344.11,63,  ,160,160,1271.55,# ,,N ,N ,N ,N 
MAPROTILINE HCL ,MAPROTILINE HCL ,1405,7320,11330.1,712382.04,1274,  ,6190,9845.8,591387.29,  ,1060,N ,N ,N ,N 
MARCAINE ,BUPIVACAINE HCL ,85,163,172.2,3164.26,107,  ,114,121.6,2386.46,  ,79,N ,N ,N ,N 
MARCAINE ,BUPIVACAINE HCL/PF ,103,231,239,5801.42,149,  ,183,189,3418.33,  ,119,N ,N ,N ,N 
MARGESIC ,BUTALB/ACETAMINOPHEN/CAFFEINE ,85,160,213.2,9121.35,83,  ,113,160.2,7876.24,  ,63,N ,N ,Y ,N 
MARINOL ,DRONABINOL ,437,1260,1306.2,1829527.20,446,  ,311,329.7,314801.04,  ,153,N ,N ,N ,N 
MARLISSA ,LEVONORGESTREL-ETHIN ESTRADIOL ,668,3060,3873.5,83815.45,599,  ,12,12,172.14,* ,,N ,N ,N ,N 
MARPLAN ,ISOCARBOXAZID ,175,917,1156.3,499380.01,154,  ,622,819.5,348058.69,  ,95,N ,N ,N ,N 
MATULANE ,PROCARBAZINE HCL ,392,1014,1019,1509451.71,401,  ,750,753.4,1018755.44,  ,305,N ,N ,N ,N 
MATZIM LA ,DILTIAZEM HCL ,19275,76305,128772.8,10800235.02,20588,  ,68721,118188.4,9885547.93,  ,18638,N ,N ,N ,N 
MAVIK ,TRANDOLAPRIL ,240,1138,1882.3,125463.37,211,  ,1095,1805.3,120281.83,  ,200,N ,N ,N ,N 
MAXAIR AUTOHALER ,PIRBUTEROL ACETATE ,552,691,830.7,463308.85,556,  ,536,662.8,362679.85,  ,446,N ,N ,N ,N 
MAXALT ,RIZATRIPTAN BENZOATE ,1760,6411,7049.6,3427043.16,1696,  ,2918,3386.3,1601472.41,  ,887,N ,N ,N ,N 
MAXALT MLT ,RIZATRIPTAN BENZOATE ,2056,6448,7026.8,3028468.16,1930,  ,2896,3323,1370612.92,  ,954,N ,N ,N ,N 
MAXI-COMFORT ,"SYRING W-NDL,DISP,INSUL,0.5 ML ",19,52,54.9,1425.44,17,  ,30,32.7,854.47,# ,,N ,N ,N ,N 
MAXI-COMFORT ,"SYRINGE & NEEDLE,INSULIN,1 ML ",34,91,114.4,2136.02,34,  ,66,89.4,1583.92,# ,,N ,N ,N ,N 
MAXIDEX ,DEXAMETHASONE ,523,1145,1283.4,83514.66,721,  ,993,1111.1,71227.56,  ,621,N ,N ,N ,N 
MAXIPIME ,CEFEPIME HCL ,311,766,766.2,59655.60,341,  ,514,514.2,38231.56,  ,239,N ,Y ,N ,N 
MAXITROL ,NEO/POLYMYX B SULF/DEXAMETH ,268,380,416.2,40346.91,294,  ,327,363.2,35286.69,  ,260,N ,N ,N ,N 
MAXZIDE ,TRIAMTERENE/HYDROCHLOROTHIAZID ,660,2739,4700.8,438348.21,600,  ,2564,4427,405918.63,  ,560,N ,N ,N ,N 
MAXZIDE-25 MG ,TRIAMTERENE/HYDROCHLOROTHIAZID ,955,3713,6181.7,270998.64,891,  ,3584,6003,263657.76,  ,862,N ,N ,N ,N 
MEBENDAZOLE ,MEBENDAZOLE ,25,26,26,514.64,25,# ,,,,# ,,N ,N ,N ,N 
MECLIZINE HCL ,MECLIZINE HCL ,273753,2494062,2766182.3,41963796.20,1069961,  ,2136393,2379830.6,35682090.84,  ,923486,N ,N ,N ,N 
MECLOFENAMATE SODIUM ,MECLOFENAMATE SODIUM ,834,2637,3767.4,981503.91,903,  ,1865,2827.7,727129.02,  ,640,N ,N ,N ,N 
MEDROL ,METHYLPREDNISOLONE ,2132,4761,6403.2,251122.57,2233,  ,4017,5456.5,213258.91,  ,1847,N ,N ,N ,N 
MEDROXYPROGESTERONE ACETATE ,MEDROXYPROGESTERONE ACETATE ,76893,463557,844600.5,9051365.79,127463,  ,215382,401231.4,2406912.78,  ,54411,N ,N ,N ,N 
MEFENAMIC ACID ,MEFENAMIC ACID ,400,775,804.7,361789.89,427,  ,219,241,149119.49,  ,116,N ,N ,N ,N 
MEFLOQUINE HCL ,MEFLOQUINE HCL ,7728,13093,24668.8,749711.50,11293,  ,12125,22924.8,691205.20,  ,10568,N ,N ,N ,N 
MEGACE ,MEGESTROL ACETATE ,138,230,240.5,34394.87,137,  ,174,181.7,24167.75,  ,115,N ,N ,Y ,N 
MEGACE ES ,MEGESTROL ACETATE ,12793,44940,47396.5,36360319.09,21128,  ,36405,38424.3,29392170.02,  ,18192,N ,N ,Y ,N 
MEGESTROL ACETATE ,MEGESTROL ACETATE ,103653,760753,833672.5,25064792.56,263577,  ,649220,713677,21387719.63,  ,228936,N ,N ,Y ,N 
MEKINIST ,TRAMETINIB DIMETHYL SULFOXIDE ,605,3079,3116,28262607.95,844,  ,2374,2411,21767297.03,  ,679,N ,N ,N ,N 
MELOXICAM ,MELOXICAM ,288467,8474981,11716371.8,60731942.18,2527174,  ,6492502,9292577.3,47631927.04,  ,1984638,N ,N ,N ,N 
MENACTRA ,"MENING VAC A,C,Y,W-135 DIP/PF ",1122,1736,1763.4,235198.72,1623,  ,1036,1042.2,140281.31,  ,969,N ,N ,N ,N 
